enrollment_id,student_id,course_id,unit_code,semester,year_level,class_level,grade,gpa,credits,status
ENR_013248,102549,ENT201,ENT201,Spring 2026,2,BBSE2.2,71.7,2.87,3,Enrolled
ENR_013249,102549,ACC202,ACC202,Spring 2026,2,BBSE2.2,94.8,3.79,4,Enrolled
ENR_013250,102550,MKT401,MKT401,Spring 2026,4,BBSA4.2,93.7,3.75,3,Enrolled
ENR_013251,102550,BIT412,BIT412,Spring 2026,4,BBSA4.2,70.6,2.82,3,Enrolled
ENR_013252,102550,BUS412,BUS412,Spring 2026,4,BBSA4.2,88.9,3.56,4,Enrolled
ENR_013253,102550,BIT411,BIT411,Spring 2026,4,BBSA4.2,89.7,3.59,4,Enrolled
ENR_013254,102551,LAW101,LAW101,Spring 2026,1,BSSD1.1,79.4,3.18,3,Enrolled
ENR_013255,102551,BUS101,BUS101,Spring 2026,1,BSSD1.1,37.7,1.51,3,Enrolled
ENR_013256,102551,BIT105,BIT105,Spring 2026,1,BSSD1.1,76.2,3.05,3,Enrolled
ENR_013257,102551,ECO101,ECO101,Spring 2026,1,BSSD1.1,85.6,3.42,3,Enrolled
ENR_013258,102551,COM111,COM111,Spring 2026,1,BSSD1.1,82.8,3.31,3,Enrolled
ENR_013259,102551,BIT106,BIT106,Spring 2026,1,BSSD1.1,90.2,3.61,3,Enrolled
ENR_013260,102552,FIN302,FIN302,Spring 2026,3,BBSA3.2,57.7,2.31,3,Enrolled
ENR_013261,102552,BUS301,BUS301,Spring 2026,3,BBSA3.2,88.8,3.55,3,Enrolled
ENR_013262,102552,MKT302,MKT302,Spring 2026,3,BBSA3.2,65.7,2.63,3,Enrolled
ENR_013263,102552,BIT311,BIT311,Spring 2026,3,BBSA3.2,41.0,1.64,3,Enrolled
ENR_013264,102552,BIT313,BIT313,Spring 2026,3,BBSA3.2,83.8,3.35,3,Enrolled
ENR_013265,102553,BUS412,BUS412,Spring 2026,4,BBSA4.2,77.5,3.1,4,Enrolled
ENR_013266,102553,BIT411,BIT411,Spring 2026,4,BBSA4.2,87.3,3.49,4,Enrolled
ENR_013267,102553,MKT401,MKT401,Spring 2026,4,BBSA4.2,71.5,2.86,3,Enrolled
ENR_013268,102553,BIT412,BIT412,Spring 2026,4,BBSA4.2,87.7,3.51,3,Enrolled
ENR_013269,102554,BIT412,BIT412,Spring 2026,4,BBSE4.2,72.3,2.89,3,Enrolled
ENR_013270,102554,BIT411,BIT411,Spring 2026,4,BBSE4.2,79.3,3.17,4,Enrolled
ENR_013271,102554,BUS412,BUS412,Spring 2026,4,BBSE4.2,53.1,2.13,4,Enrolled
ENR_013272,102554,MKT401,MKT401,Spring 2026,4,BBSE4.2,36.6,1.46,3,Enrolled
ENR_013273,102555,MAT111,MAT111,Spring 2026,1,BBSE1.1,91.5,3.66,3,Enrolled
ENR_013274,102555,LAW101,LAW101,Spring 2026,1,BBSE1.1,42.6,1.71,3,Enrolled
ENR_013275,102555,BIT106,BIT106,Spring 2026,1,BBSE1.1,70.3,2.81,3,Enrolled
ENR_013276,102555,BIT105,BIT105,Spring 2026,1,BBSE1.1,72.3,2.89,3,Enrolled
ENR_013277,102555,ACC101,ACC101,Spring 2026,1,BBSE1.1,93.9,3.76,4,Enrolled
ENR_013278,102555,BIT102,BIT102,Spring 2026,1,BBSE1.1,93.6,3.74,3,Enrolled
ENR_013279,102555,ECO101,ECO101,Spring 2026,1,BBSE1.1,56.6,2.26,3,Enrolled
ENR_013280,102557,ACC301,ACC301,Spring 2026,3,BBSA3.1,31.6,1.27,4,Enrolled
ENR_013281,102557,MKT301,MKT301,Spring 2026,3,BBSA3.1,73.1,2.92,3,Enrolled
ENR_013282,102557,FIN301,FIN301,Spring 2026,3,BBSA3.1,87.5,3.5,3,Enrolled
ENR_013283,102557,BIT305,BIT305,Spring 2026,3,BBSA3.1,87.2,3.49,3,Enrolled
ENR_013284,102557,SCM301,SCM301,Spring 2026,3,BBSA3.1,89.7,3.59,3,Enrolled
ENR_013285,102558,BIT303,BIT303,Spring 2026,3,BBSF3.1,60.8,2.43,4,Enrolled
ENR_013286,102558,BIT305,BIT305,Spring 2026,3,BBSF3.1,80.5,3.22,3,Enrolled
ENR_013287,102558,FIN301,FIN301,Spring 2026,3,BBSF3.1,62.0,2.48,3,Enrolled
ENR_013288,102558,MKT301,MKT301,Spring 2026,3,BBSF3.1,74.8,2.99,3,Enrolled
ENR_013289,102558,BIT301,BIT301,Spring 2026,3,BBSF3.1,74.9,2.99,3,Enrolled
ENR_013290,102558,SCM301,SCM301,Spring 2026,3,BBSF3.1,75.8,3.03,3,Enrolled
ENR_013291,102559,BUS102,BUS102,Spring 2026,1,BBSF1.2,47.4,1.9,3,Enrolled
ENR_013292,102559,ECO102,ECO102,Spring 2026,1,BBSF1.2,75.9,3.04,3,Enrolled
ENR_013293,102559,BIT114,BIT114,Spring 2026,1,BBSF1.2,77.8,3.11,3,Enrolled
ENR_013294,102559,ACC102,ACC102,Spring 2026,1,BBSF1.2,78.5,3.14,4,Enrolled
ENR_013295,102559,MAT112,MAT112,Spring 2026,1,BBSF1.2,92.2,3.69,3,Enrolled
ENR_013296,102559,LAW111,LAW111,Spring 2026,1,BBSF1.2,81.1,3.24,3,Enrolled
ENR_013297,102559,COM112,COM112,Spring 2026,1,BBSF1.2,80.2,3.21,3,Enrolled
ENR_013298,102560,MGT401,MGT401,Spring 2026,4,BBSF4.1,79.4,3.18,3,Enrolled
ENR_013299,102560,BUS411,BUS411,Spring 2026,4,BBSF4.1,73.8,2.95,4,Enrolled
ENR_013300,102560,BIT401,BIT401,Spring 2026,4,BBSF4.1,79.8,3.19,4,Enrolled
ENR_013301,102560,BIT403,BIT403,Spring 2026,4,BBSF4.1,72.7,2.91,4,Enrolled
ENR_013302,102560,BUS401,BUS401,Spring 2026,4,BBSF4.1,85.9,3.43,3,Enrolled
ENR_013303,102561,STR401,STR401,Spring 2026,4,BBSA4.1,44.9,1.8,3,Enrolled
ENR_013304,102561,BIT404,BIT404,Spring 2026,4,BBSA4.1,84.7,3.39,3,Enrolled
ENR_013305,102561,BUS411,BUS411,Spring 2026,4,BBSA4.1,94.3,3.77,4,Enrolled
ENR_013306,102561,BIT403,BIT403,Spring 2026,4,BBSA4.1,79.7,3.19,4,Enrolled
ENR_013307,102562,BIT104,BIT104,Spring 2026,1,BBSE1.1,85.0,3.4,3,Enrolled
ENR_013308,102562,MAT101,MAT101,Spring 2026,1,BBSE1.1,70.5,2.82,4,Enrolled
ENR_013309,102562,BIT102,BIT102,Spring 2026,1,BBSE1.1,73.4,2.94,3,Enrolled
ENR_013310,102562,COM111,COM111,Spring 2026,1,BBSE1.1,90.1,3.61,3,Enrolled
ENR_013311,102562,BIT105,BIT105,Spring 2026,1,BBSE1.1,71.8,2.87,3,Enrolled
ENR_013312,102562,LAW101,LAW101,Spring 2026,1,BBSE1.1,63.1,2.52,3,Enrolled
ENR_013313,102563,BIT201,BIT201,Spring 2026,2,BBSF2.1,83.0,3.32,4,Enrolled
ENR_013314,102563,HRM201,HRM201,Spring 2026,2,BBSF2.1,81.1,3.24,3,Enrolled
ENR_013315,102563,BIT202,BIT202,Spring 2026,2,BBSF2.1,65.4,2.62,4,Enrolled
ENR_013316,102563,MKT201,MKT201,Spring 2026,2,BBSF2.1,89.7,3.59,3,Enrolled
ENR_013317,102563,BIT204,BIT204,Spring 2026,2,BBSF2.1,86.5,3.46,3,Enrolled
ENR_013318,102563,BUS201,BUS201,Spring 2026,2,BBSF2.1,93.7,3.75,3,Enrolled
ENR_013319,102564,BUS202,BUS202,Spring 2026,2,BSSD2.2,92.9,3.72,3,Enrolled
ENR_013320,102564,BIT215,BIT215,Spring 2026,2,BSSD2.2,61.0,2.44,3,Enrolled
ENR_013321,102564,BIT214,BIT214,Spring 2026,2,BSSD2.2,90.7,3.63,3,Enrolled
ENR_013322,102564,FIN202,FIN202,Spring 2026,2,BSSD2.2,74.7,2.99,4,Enrolled
ENR_013323,102564,ENT201,ENT201,Spring 2026,2,BSSD2.2,63.5,2.54,3,Enrolled
ENR_013324,102564,ACC202,ACC202,Spring 2026,2,BSSD2.2,67.6,2.7,4,Enrolled
ENR_013325,102564,BIT211,BIT211,Spring 2026,2,BSSD2.2,83.5,3.34,4,Enrolled
ENR_013326,102565,ENT201,ENT201,Spring 2026,2,BBSE2.2,91.6,3.67,3,Enrolled
ENR_013327,102565,BIT214,BIT214,Spring 2026,2,BBSE2.2,81.4,3.26,3,Enrolled
ENR_013328,102565,ACC202,ACC202,Spring 2026,2,BBSE2.2,59.3,2.37,4,Enrolled
ENR_013329,102565,MKT202,MKT202,Spring 2026,2,BBSE2.2,70.5,2.82,3,Enrolled
ENR_013330,102565,BIT211,BIT211,Spring 2026,2,BBSE2.2,47.0,1.88,4,Enrolled
ENR_013331,102565,BUS202,BUS202,Spring 2026,2,BBSE2.2,81.2,3.25,3,Enrolled
ENR_013332,102565,FIN202,FIN202,Spring 2026,2,BBSE2.2,79.9,3.19,4,Enrolled
ENR_013333,102566,BIT411,BIT411,Spring 2026,4,BBSA4.2,40.9,1.64,4,Enrolled
ENR_013334,102566,BIT412,BIT412,Spring 2026,4,BBSA4.2,87.1,3.48,3,Enrolled
ENR_013335,102566,MKT401,MKT401,Spring 2026,4,BBSA4.2,62.1,2.48,3,Enrolled
ENR_013336,102566,BUS412,BUS412,Spring 2026,4,BBSA4.2,78.2,3.13,4,Enrolled
ENR_013337,102568,BIT411,BIT411,Spring 2026,4,BBSF4.2,52.2,2.09,4,Enrolled
ENR_013338,102568,BUS412,BUS412,Spring 2026,4,BBSF4.2,86.5,3.46,4,Enrolled
ENR_013339,102568,BIT412,BIT412,Spring 2026,4,BBSF4.2,85.5,3.42,3,Enrolled
ENR_013340,102568,MKT401,MKT401,Spring 2026,4,BBSF4.2,51.4,2.06,3,Enrolled
ENR_013341,102569,BIT215,BIT215,Spring 2026,2,BBSF2.2,91.9,3.68,3,Enrolled
ENR_013342,102569,ACC202,ACC202,Spring 2026,2,BBSF2.2,57.3,2.29,4,Enrolled
ENR_013343,102569,BUS202,BUS202,Spring 2026,2,BBSF2.2,52.0,2.08,3,Enrolled
ENR_013344,102569,FIN202,FIN202,Spring 2026,2,BBSF2.2,65.4,2.62,4,Enrolled
ENR_013345,102569,BIT214,BIT214,Spring 2026,2,BBSF2.2,83.7,3.35,3,Enrolled
ENR_013346,102569,BIT212,BIT212,Spring 2026,2,BBSF2.2,89.4,3.58,4,Enrolled
ENR_013347,102570,FIN301,FIN301,Spring 2026,3,BSSD3.1,80.8,3.23,3,Enrolled
ENR_013348,102570,MGT301,MGT301,Spring 2026,3,BSSD3.1,92.8,3.71,3,Enrolled
ENR_013349,102570,MKT301,MKT301,Spring 2026,3,BSSD3.1,58.7,2.35,3,Enrolled
ENR_013350,102570,BIT303,BIT303,Spring 2026,3,BSSD3.1,70.8,2.83,4,Enrolled
ENR_013351,102570,BIT305,BIT305,Spring 2026,3,BSSD3.1,82.2,3.29,3,Enrolled
ENR_013352,102571,FIN201,FIN201,Spring 2026,2,BBSA2.1,74.1,2.96,4,Enrolled
ENR_013353,102571,BIT203,BIT203,Spring 2026,2,BBSA2.1,59.0,2.36,3,Enrolled
ENR_013354,102571,BIT204,BIT204,Spring 2026,2,BBSA2.1,76.3,3.05,3,Enrolled
ENR_013355,102571,BIT206,BIT206,Spring 2026,2,BBSA2.1,71.7,2.87,3,Enrolled
ENR_013356,102571,BIT205,BIT205,Spring 2026,2,BBSA2.1,70.1,2.8,3,Enrolled
ENR_013357,102571,OMG201,OMG201,Spring 2026,2,BBSA2.1,73.7,2.95,3,Enrolled
ENR_013358,102571,BIT202,BIT202,Spring 2026,2,BBSA2.1,71.4,2.86,4,Enrolled
ENR_013359,102572,BIT411,BIT411,Spring 2026,4,BBSF4.2,79.6,3.19,4,Enrolled
ENR_013360,102572,BUS412,BUS412,Spring 2026,4,BBSF4.2,94.3,3.77,4,Enrolled
ENR_013361,102572,MKT401,MKT401,Spring 2026,4,BBSF4.2,90.1,3.6,3,Enrolled
ENR_013362,102572,BIT412,BIT412,Spring 2026,4,BBSF4.2,42.4,1.7,3,Enrolled
ENR_013363,102573,FIN302,FIN302,Spring 2026,3,BBSE3.2,37.0,1.48,3,Enrolled
ENR_013364,102573,BIT312,BIT312,Spring 2026,3,BBSE3.2,50.6,2.03,4,Enrolled
ENR_013365,102573,MKT302,MKT302,Spring 2026,3,BBSE3.2,89.1,3.56,3,Enrolled
ENR_013366,102573,BUS301,BUS301,Spring 2026,3,BBSE3.2,76.5,3.06,3,Enrolled
ENR_013367,102573,ACC302,ACC302,Spring 2026,3,BBSE3.2,71.6,2.86,4,Enrolled
ENR_013368,102574,BIT201,BIT201,Spring 2026,2,BSSD2.1,73.9,2.96,4,Enrolled
ENR_013369,102574,OMG201,OMG201,Spring 2026,2,BSSD2.1,33.3,1.33,3,Enrolled
ENR_013370,102574,FIN201,FIN201,Spring 2026,2,BSSD2.1,86.9,3.47,4,Enrolled
ENR_013371,102574,BIT202,BIT202,Spring 2026,2,BSSD2.1,87.3,3.49,4,Enrolled
ENR_013372,102574,HRM201,HRM201,Spring 2026,2,BSSD2.1,78.5,3.14,3,Enrolled
ENR_013373,102574,BIT206,BIT206,Spring 2026,2,BSSD2.1,92.3,3.69,3,Enrolled
ENR_013374,102575,MGT401,MGT401,Spring 2026,4,BBSA4.1,74.1,2.96,3,Enrolled
ENR_013375,102575,BIT404,BIT404,Spring 2026,4,BBSA4.1,30.2,1.21,3,Enrolled
ENR_013376,102575,BIT401,BIT401,Spring 2026,4,BBSA4.1,40.5,1.62,4,Enrolled
ENR_013377,102575,BIT403,BIT403,Spring 2026,4,BBSA4.1,77.9,3.12,4,Enrolled
ENR_013378,102575,BUS411,BUS411,Spring 2026,4,BBSA4.1,31.2,1.25,4,Enrolled
ENR_013379,102576,FIN302,FIN302,Spring 2026,3,BBSE3.2,90.0,3.6,3,Enrolled
ENR_013380,102576,MKT302,MKT302,Spring 2026,3,BBSE3.2,85.7,3.43,3,Enrolled
ENR_013381,102576,ACC302,ACC302,Spring 2026,3,BBSE3.2,83.3,3.33,4,Enrolled
ENR_013382,102576,BIT311,BIT311,Spring 2026,3,BBSE3.2,86.5,3.46,3,Enrolled
ENR_013383,102576,BIT312,BIT312,Spring 2026,3,BBSE3.2,41.9,1.68,4,Enrolled
ENR_013384,102577,MKT201,MKT201,Spring 2026,2,BBSA2.1,75.4,3.01,3,Enrolled
ENR_013385,102577,HRM201,HRM201,Spring 2026,2,BBSA2.1,86.3,3.45,3,Enrolled
ENR_013386,102577,FIN201,FIN201,Spring 2026,2,BBSA2.1,74.2,2.97,4,Enrolled
ENR_013387,102577,OMG201,OMG201,Spring 2026,2,BBSA2.1,76.3,3.05,3,Enrolled
ENR_013388,102577,BIT202,BIT202,Spring 2026,2,BBSA2.1,33.2,1.33,4,Enrolled
ENR_013389,102577,BUS201,BUS201,Spring 2026,2,BBSA2.1,83.6,3.34,3,Enrolled
ENR_013390,102578,BUS301,BUS301,Spring 2026,3,BBSE3.2,81.8,3.27,3,Enrolled
ENR_013391,102578,FIN302,FIN302,Spring 2026,3,BBSE3.2,75.0,3.0,3,Enrolled
ENR_013392,102578,MKT302,MKT302,Spring 2026,3,BBSE3.2,71.9,2.88,3,Enrolled
ENR_013393,102578,ACC302,ACC302,Spring 2026,3,BBSE3.2,56.8,2.27,4,Enrolled
ENR_013394,102578,BIT311,BIT311,Spring 2026,3,BBSE3.2,90.2,3.61,3,Enrolled
ENR_013395,102579,ECO101,ECO101,Spring 2026,1,BBSE1.1,84.6,3.38,3,Enrolled
ENR_013396,102579,ACC101,ACC101,Spring 2026,1,BBSE1.1,68.9,2.76,4,Enrolled
ENR_013397,102579,BUS101,BUS101,Spring 2026,1,BBSE1.1,76.5,3.06,3,Enrolled
ENR_013398,102579,COM111,COM111,Spring 2026,1,BBSE1.1,78.3,3.13,3,Enrolled
ENR_013399,102579,BIT103,BIT103,Spring 2026,1,BBSE1.1,65.4,2.62,3,Enrolled
ENR_013400,102579,LAW101,LAW101,Spring 2026,1,BBSE1.1,90.9,3.63,3,Enrolled
ENR_013401,102580,STR401,STR401,Spring 2026,4,BBSF4.1,75.5,3.02,3,Enrolled
ENR_013402,102580,MGT401,MGT401,Spring 2026,4,BBSF4.1,88.9,3.55,3,Enrolled
ENR_013403,102580,BIT404,BIT404,Spring 2026,4,BBSF4.1,43.8,1.75,3,Enrolled
ENR_013404,102580,BIT403,BIT403,Spring 2026,4,BBSF4.1,89.6,3.58,4,Enrolled
ENR_013405,102581,BIT215,BIT215,Spring 2026,2,BBSF2.2,48.4,1.94,3,Enrolled
ENR_013406,102581,BIT213,BIT213,Spring 2026,2,BBSF2.2,44.2,1.77,3,Enrolled
ENR_013407,102581,ACC202,ACC202,Spring 2026,2,BBSF2.2,63.2,2.53,4,Enrolled
ENR_013408,102581,BIT212,BIT212,Spring 2026,2,BBSF2.2,73.2,2.93,4,Enrolled
ENR_013409,102581,BIT211,BIT211,Spring 2026,2,BBSF2.2,59.9,2.4,4,Enrolled
ENR_013410,102581,BUS202,BUS202,Spring 2026,2,BBSF2.2,78.2,3.13,3,Enrolled
ENR_013411,102582,BIT213,BIT213,Spring 2026,2,BBSA2.2,73.5,2.94,3,Enrolled
ENR_013412,102582,BIT211,BIT211,Spring 2026,2,BBSA2.2,59.6,2.38,4,Enrolled
ENR_013413,102582,FIN202,FIN202,Spring 2026,2,BBSA2.2,79.1,3.16,4,Enrolled
ENR_013414,102582,BIT212,BIT212,Spring 2026,2,BBSA2.2,48.2,1.93,4,Enrolled
ENR_013415,102582,ENT201,ENT201,Spring 2026,2,BBSA2.2,66.2,2.65,3,Enrolled
ENR_013416,102582,ACC202,ACC202,Spring 2026,2,BBSA2.2,93.6,3.74,4,Enrolled
ENR_013417,102582,BIT214,BIT214,Spring 2026,2,BBSA2.2,85.4,3.42,3,Enrolled
ENR_013418,102583,BIT412,BIT412,Spring 2026,4,BBSF4.2,74.9,3.0,3,Enrolled
ENR_013419,102583,MKT401,MKT401,Spring 2026,4,BBSF4.2,83.0,3.32,3,Enrolled
ENR_013420,102583,BIT411,BIT411,Spring 2026,4,BBSF4.2,86.5,3.46,4,Enrolled
ENR_013421,102583,BUS412,BUS412,Spring 2026,4,BBSF4.2,83.1,3.32,4,Enrolled
ENR_013422,102584,BIT113,BIT113,Spring 2026,1,BSSD1.2,63.2,2.53,3,Enrolled
ENR_013423,102584,BIT114,BIT114,Spring 2026,1,BSSD1.2,90.8,3.63,3,Enrolled
ENR_013424,102584,BUS102,BUS102,Spring 2026,1,BSSD1.2,83.3,3.33,3,Enrolled
ENR_013425,102584,BIT111,BIT111,Spring 2026,1,BSSD1.2,84.2,3.37,4,Enrolled
ENR_013426,102584,BIT116,BIT116,Spring 2026,1,BSSD1.2,77.1,3.08,3,Enrolled
ENR_013427,102584,COM112,COM112,Spring 2026,1,BSSD1.2,70.3,2.81,3,Enrolled
ENR_013428,102585,BUS401,BUS401,Spring 2026,4,BBSE4.1,78.7,3.15,3,Enrolled
ENR_013429,102585,MGT401,MGT401,Spring 2026,4,BBSE4.1,76.9,3.07,3,Enrolled
ENR_013430,102585,BIT404,BIT404,Spring 2026,4,BBSE4.1,91.1,3.65,3,Enrolled
ENR_013431,102585,BIT401,BIT401,Spring 2026,4,BBSE4.1,41.6,1.66,4,Enrolled
ENR_013432,102585,BUS411,BUS411,Spring 2026,4,BBSE4.1,80.4,3.22,4,Enrolled
ENR_013433,102586,BIT302,BIT302,Spring 2026,3,BBSE3.1,71.0,2.84,3,Enrolled
ENR_013434,102586,BIT305,BIT305,Spring 2026,3,BBSE3.1,62.2,2.49,3,Enrolled
ENR_013435,102586,BIT303,BIT303,Spring 2026,3,BBSE3.1,73.5,2.94,4,Enrolled
ENR_013436,102586,SCM301,SCM301,Spring 2026,3,BBSE3.1,31.1,1.24,3,Enrolled
ENR_013437,102586,MKT301,MKT301,Spring 2026,3,BBSE3.1,86.7,3.47,3,Enrolled
ENR_013438,102586,BIT304,BIT304,Spring 2026,3,BBSE3.1,45.2,1.81,3,Enrolled
ENR_013439,102587,BUS202,BUS202,Spring 2026,2,BBSE2.2,77.3,3.09,3,Enrolled
ENR_013440,102587,BIT212,BIT212,Spring 2026,2,BBSE2.2,81.1,3.24,4,Enrolled
ENR_013441,102587,ACC202,ACC202,Spring 2026,2,BBSE2.2,85.9,3.44,4,Enrolled
ENR_013442,102587,BIT214,BIT214,Spring 2026,2,BBSE2.2,89.3,3.57,3,Enrolled
ENR_013443,102587,BIT215,BIT215,Spring 2026,2,BBSE2.2,76.0,3.04,3,Enrolled
ENR_013444,102587,MKT202,MKT202,Spring 2026,2,BBSE2.2,76.4,3.05,3,Enrolled
ENR_013445,102587,FIN202,FIN202,Spring 2026,2,BBSE2.2,71.0,2.84,4,Enrolled
ENR_013446,102588,MGT101,MGT101,Spring 2026,1,BSSD1.1,58.0,2.32,3,Enrolled
ENR_013447,102588,BIT106,BIT106,Spring 2026,1,BSSD1.1,91.5,3.66,3,Enrolled
ENR_013448,102588,COM101,COM101,Spring 2026,1,BSSD1.1,44.8,1.79,3,Enrolled
ENR_013449,102588,BIT101,BIT101,Spring 2026,1,BSSD1.1,72.5,2.9,4,Enrolled
ENR_013450,102588,PSY101,PSY101,Spring 2026,1,BSSD1.1,84.1,3.37,3,Enrolled
ENR_013451,102588,STA101,STA101,Spring 2026,1,BSSD1.1,78.3,3.13,4,Enrolled
ENR_013452,102589,ACC201,ACC201,Spring 2026,2,BBSE2.1,46.9,1.87,4,Enrolled
ENR_013453,102589,MKT201,MKT201,Spring 2026,2,BBSE2.1,70.5,2.82,3,Enrolled
ENR_013454,102589,FIN201,FIN201,Spring 2026,2,BBSE2.1,74.3,2.97,4,Enrolled
ENR_013455,102589,BIT201,BIT201,Spring 2026,2,BBSE2.1,69.7,2.79,4,Enrolled
ENR_013456,102589,BUS201,BUS201,Spring 2026,2,BBSE2.1,34.2,1.37,3,Enrolled
ENR_013457,102589,BIT203,BIT203,Spring 2026,2,BBSE2.1,52.7,2.11,3,Enrolled
ENR_013458,102589,BIT206,BIT206,Spring 2026,2,BBSE2.1,83.0,3.32,3,Enrolled
ENR_013459,102590,BIT202,BIT202,Spring 2026,2,BBSE2.1,30.2,1.21,4,Enrolled
ENR_013460,102590,OMG201,OMG201,Spring 2026,2,BBSE2.1,73.3,2.93,3,Enrolled
ENR_013461,102590,BIT206,BIT206,Spring 2026,2,BBSE2.1,90.6,3.62,3,Enrolled
ENR_013462,102590,HRM201,HRM201,Spring 2026,2,BBSE2.1,80.7,3.23,3,Enrolled
ENR_013463,102590,BIT201,BIT201,Spring 2026,2,BBSE2.1,88.6,3.55,4,Enrolled
ENR_013464,102590,BUS201,BUS201,Spring 2026,2,BBSE2.1,80.8,3.23,3,Enrolled
ENR_013465,102591,BUS301,BUS301,Spring 2026,3,BBSA3.2,30.4,1.21,3,Enrolled
ENR_013466,102591,MKT302,MKT302,Spring 2026,3,BBSA3.2,56.2,2.25,3,Enrolled
ENR_013467,102591,ACC302,ACC302,Spring 2026,3,BBSA3.2,59.8,2.39,4,Enrolled
ENR_013468,102591,BIT311,BIT311,Spring 2026,3,BBSA3.2,34.0,1.36,3,Enrolled
ENR_013469,102591,FIN302,FIN302,Spring 2026,3,BBSA3.2,93.1,3.72,3,Enrolled
ENR_013470,102592,BIT412,BIT412,Spring 2026,4,BBSA4.2,82.7,3.31,3,Enrolled
ENR_013471,102592,BIT411,BIT411,Spring 2026,4,BBSA4.2,76.4,3.06,4,Enrolled
ENR_013472,102592,BUS412,BUS412,Spring 2026,4,BBSA4.2,75.2,3.01,4,Enrolled
ENR_013473,102592,MKT401,MKT401,Spring 2026,4,BBSA4.2,94.1,3.77,3,Enrolled
ENR_013474,102593,BIT401,BIT401,Spring 2026,4,BBSE4.1,94.3,3.77,4,Enrolled
ENR_013475,102593,BIT403,BIT403,Spring 2026,4,BBSE4.1,88.2,3.53,4,Enrolled
ENR_013476,102593,MGT401,MGT401,Spring 2026,4,BBSE4.1,79.1,3.16,3,Enrolled
ENR_013477,102593,STR401,STR401,Spring 2026,4,BBSE4.1,91.0,3.64,3,Enrolled
ENR_013478,102594,ACC302,ACC302,Spring 2026,3,BBSA3.2,90.6,3.62,4,Enrolled
ENR_013479,102594,BIT314,BIT314,Spring 2026,3,BBSA3.2,69.2,2.77,3,Enrolled
ENR_013480,102594,BUS301,BUS301,Spring 2026,3,BBSA3.2,83.5,3.34,3,Enrolled
ENR_013481,102594,FIN302,FIN302,Spring 2026,3,BBSA3.2,62.1,2.48,3,Enrolled
ENR_013482,102594,BIT313,BIT313,Spring 2026,3,BBSA3.2,92.5,3.7,3,Enrolled
ENR_013483,102594,BIT312,BIT312,Spring 2026,3,BBSA3.2,59.1,2.36,4,Enrolled
ENR_013484,102595,FIN202,FIN202,Spring 2026,2,BSSD2.2,91.7,3.67,4,Enrolled
ENR_013485,102595,MKT202,MKT202,Spring 2026,2,BSSD2.2,70.7,2.83,3,Enrolled
ENR_013486,102595,BIT212,BIT212,Spring 2026,2,BSSD2.2,86.7,3.47,4,Enrolled
ENR_013487,102595,BIT211,BIT211,Spring 2026,2,BSSD2.2,90.8,3.63,4,Enrolled
ENR_013488,102595,BIT213,BIT213,Spring 2026,2,BSSD2.2,51.0,2.04,3,Enrolled
ENR_013489,102595,BIT214,BIT214,Spring 2026,2,BSSD2.2,66.0,2.64,3,Enrolled
ENR_013490,102595,ACC202,ACC202,Spring 2026,2,BSSD2.2,73.3,2.93,4,Enrolled
ENR_013491,102596,BIT313,BIT313,Spring 2026,3,BBSF3.2,72.0,2.88,3,Enrolled
ENR_013492,102596,BUS301,BUS301,Spring 2026,3,BBSF3.2,51.1,2.04,3,Enrolled
ENR_013493,102596,BIT312,BIT312,Spring 2026,3,BBSF3.2,92.5,3.7,4,Enrolled
ENR_013494,102596,MKT302,MKT302,Spring 2026,3,BBSF3.2,77.9,3.12,3,Enrolled
ENR_013495,102596,BIT314,BIT314,Spring 2026,3,BBSF3.2,41.3,1.65,3,Enrolled
ENR_013496,102596,FIN302,FIN302,Spring 2026,3,BBSF3.2,91.5,3.66,3,Enrolled
ENR_013497,102597,LAW101,LAW101,Spring 2026,1,BSSD1.1,68.7,2.75,3,Enrolled
ENR_013498,102597,BIT106,BIT106,Spring 2026,1,BSSD1.1,89.0,3.56,3,Enrolled
ENR_013499,102597,ECO101,ECO101,Spring 2026,1,BSSD1.1,80.6,3.22,3,Enrolled
ENR_013500,102597,ACC101,ACC101,Spring 2026,1,BSSD1.1,41.7,1.67,4,Enrolled
ENR_013501,102597,PSY101,PSY101,Spring 2026,1,BSSD1.1,71.6,2.86,3,Enrolled
ENR_013502,102597,BIT101,BIT101,Spring 2026,1,BSSD1.1,63.2,2.53,4,Enrolled
ENR_013503,102598,MKT202,MKT202,Spring 2026,2,BBSA2.2,72.6,2.9,3,Enrolled
ENR_013504,102598,BIT213,BIT213,Spring 2026,2,BBSA2.2,72.4,2.89,3,Enrolled
ENR_013505,102598,ACC202,ACC202,Spring 2026,2,BBSA2.2,57.3,2.29,4,Enrolled
ENR_013506,102598,BIT215,BIT215,Spring 2026,2,BBSA2.2,78.0,3.12,3,Enrolled
ENR_013507,102598,FIN202,FIN202,Spring 2026,2,BBSA2.2,81.3,3.25,4,Enrolled
ENR_013508,102598,BIT214,BIT214,Spring 2026,2,BBSA2.2,75.3,3.01,3,Enrolled
ENR_013509,102599,BIT312,BIT312,Spring 2026,3,BBSA3.2,88.8,3.55,4,Enrolled
ENR_013510,102599,BIT311,BIT311,Spring 2026,3,BBSA3.2,51.9,2.07,3,Enrolled
