attendance_rate,engagement_score,assignment_completion_rate,avg_assignment_score,avg_grade_points,avg_login_count,time_spent_minutes,consecutive_absences,repeat_courses,forum_posts,late_submissions,help_requests,total_enrollments,student_id,outcome,enrollment_date,school_id,program_id,year_of_study
81.39,72.27,90.14,75.51,2.91,11.57,227.74,1,1,28,4,4,7,1460,graduated,2022-09-01,2,11,1
87.0,73.71,71.35,66.47,2.58,2.85,278.5,2,0,27,0,3,4,1461,graduated,2022-09-01,1,11,2
100.0,53.33,78.49,55.88,3.38,3.46,122.79,6,2,16,6,2,6,1462,active,2021-01-01,5,18,4
85.46,78.25,85.54,86.66,2.99,9.73,246.15,1,0,27,1,4,5,1463,graduated,2020-09-01,3,11,3
69.67,51.41,50.36,77.31,2.57,4.24,81.35,10,1,3,7,3,7,1464,dropped_out,2022-01-01,4,18,1
68.12,76.07,47.91,96.06,3.0,8.0,287.52,2,0,29,2,4,6,1465,graduated,2020-09-01,5,20,2
27.94,41.6,67.76,53.7,1.76,1.68,30.0,12,0,1,11,5,7,1466,dropped_out,2020-09-01,1,13,3
82.07,83.39,75.24,60.52,3.58,7.47,236.55,2,0,24,0,2,6,1467,graduated,2022-01-01,3,17,4
80.53,85.89,85.01,71.51,3.19,6.81,202.51,0,0,10,1,2,7,1468,graduated,2023-01-01,3,17,1
70.27,83.81,90.36,58.95,2.07,7.22,193.5,3,0,5,3,5,4,1469,active,2020-01-01,5,1,1
73.04,82.84,75.54,72.0,3.01,6.95,224.61,1,0,11,2,7,6,1470,graduated,2021-01-01,1,7,4
85.36,78.22,77.54,100.0,2.17,8.72,255.22,1,0,8,6,10,4,1471,active,2020-01-01,1,3,1
83.16,100.0,94.71,76.01,3.24,7.33,511.03,0,0,17,1,1,4,1472,graduated,2020-01-01,5,8,3
87.01,70.49,81.45,81.03,3.67,7.88,317.06,3,0,23,0,6,7,1473,graduated,2023-09-01,3,1,4
84.31,85.09,77.91,88.92,3.45,9.03,313.91,0,2,10,1,5,6,1474,graduated,2020-01-01,5,2,1
83.4,76.71,65.64,51.45,3.31,5.97,253.91,0,0,26,1,5,8,1475,graduated,2022-01-01,5,3,3
82.88,72.92,100.0,46.78,2.38,7.14,358.9,1,0,9,5,6,5,1476,active,2023-09-01,4,6,2
72.83,65.82,50.96,45.36,2.39,2.61,59.33,9,2,5,9,6,5,1477,dropped_out,2021-09-01,3,5,3
97.08,90.11,98.79,72.88,2.64,5.77,380.89,3,0,19,4,1,6,1478,graduated,2022-01-01,1,2,1
83.63,95.42,86.05,78.63,3.29,7.13,301.45,1,0,18,3,2,7,1479,graduated,2023-01-01,3,7,4
43.14,50.46,46.77,48.23,2.08,3.57,181.25,9,3,2,6,4,5,1480,dropped_out,2021-01-01,3,7,1
65.22,47.61,63.41,78.34,1.77,9.97,282.1,3,0,13,4,6,7,1481,active,2021-01-01,5,15,1
94.37,86.78,83.72,79.59,3.65,9.38,230.94,3,0,16,4,2,5,1482,graduated,2022-01-01,5,16,3
88.81,87.05,85.85,66.44,3.09,4.36,250.6,1,0,12,2,6,7,1483,graduated,2022-01-01,3,20,1
71.79,85.13,86.3,84.68,2.68,6.8,304.03,2,0,26,3,7,5,1484,graduated,2021-09-01,3,19,2
64.64,52.1,88.79,52.73,2.12,3.99,208.29,11,2,4,10,4,6,1485,dropped_out,2022-09-01,3,8,2
100.0,88.45,84.88,60.2,2.93,4.2,352.43,1,1,10,0,4,8,1486,graduated,2023-09-01,3,16,4
94.39,72.63,78.5,82.32,2.94,7.9,241.93,2,0,12,3,4,7,1487,graduated,2023-09-01,1,6,1
79.3,87.21,89.26,75.49,3.17,10.87,340.79,1,0,20,1,7,7,1488,graduated,2022-01-01,1,3,1
65.75,47.53,51.63,57.7,1.89,3.29,199.93,14,3,4,9,10,6,1489,dropped_out,2020-09-01,1,18,3
87.97,100.0,76.48,81.22,3.26,6.94,239.15,2,0,15,1,2,7,1490,graduated,2023-01-01,5,10,2
81.91,93.17,66.23,73.21,2.69,8.88,177.47,1,1,14,1,5,4,1491,graduated,2023-01-01,2,20,2
74.06,70.51,87.56,91.42,2.82,6.0,155.77,0,1,16,3,1,7,1492,graduated,2021-09-01,5,5,4
90.73,82.6,91.67,72.67,3.2,12.24,302.79,1,1,19,1,6,4,1493,graduated,2022-01-01,1,9,3
42.38,61.67,49.13,25.0,1.69,2.36,191.47,6,1,5,3,9,4,1494,dropped_out,2021-01-01,3,13,4
79.3,82.76,86.04,57.24,3.43,4.62,287.62,3,0,21,2,7,6,1495,graduated,2023-01-01,1,17,3
75.81,73.56,91.42,75.37,3.51,3.34,259.79,0,0,12,1,1,7,1496,graduated,2022-01-01,5,3,3
84.68,76.28,80.91,94.31,3.0,8.41,391.9,0,0,18,4,1,5,1497,graduated,2023-01-01,3,16,4
68.98,54.68,79.84,41.4,1.61,3.77,183.87,13,0,0,4,3,5,1498,dropped_out,2020-01-01,5,9,2
47.64,38.42,86.29,26.2,1.49,1.22,143.59,13,2,0,4,9,4,1499,dropped_out,2021-01-01,1,8,4
44.68,47.26,72.74,60.55,2.07,2.3,184.02,7,1,7,9,14,8,1500,dropped_out,2022-01-01,2,19,2
61.71,47.83,100.0,70.63,2.88,7.29,199.85,3,0,5,2,7,5,1501,active,2023-01-01,5,6,2
86.88,88.77,74.2,78.32,2.06,10.71,357.59,3,0,19,1,1,7,1502,graduated,2020-01-01,2,17,4
69.8,50.95,80.54,71.52,2.46,3.75,164.51,4,2,8,1,10,5,1503,active,2020-09-01,5,16,4
62.27,59.68,72.45,42.49,2.83,5.13,307.91,5,1,10,5,2,5,1504,active,2021-01-01,5,6,3
76.03,83.57,83.34,74.9,3.66,7.94,287.7,3,0,13,4,1,8,1505,graduated,2021-09-01,1,8,4
83.4,81.28,96.32,55.69,2.62,6.61,172.91,2,0,21,0,3,4,1506,graduated,2023-01-01,5,14,2
80.37,71.13,99.27,88.4,2.34,11.56,361.01,4,0,19,2,5,8,1507,active,2020-01-01,1,18,1
84.69,79.48,72.96,87.0,3.56,6.2,318.26,1,0,10,4,1,7,1508,graduated,2020-09-01,5,1,4
81.8,66.63,86.94,88.11,2.76,4.53,234.78,3,0,10,4,7,4,1509,graduated,2023-09-01,4,8,4
45.56,57.1,44.83,27.68,2.17,5.05,213.12,4,2,1,10,6,8,1510,dropped_out,2023-09-01,5,4,4
52.15,46.38,56.33,62.3,2.02,2.46,114.76,9,3,2,11,7,7,1511,dropped_out,2021-09-01,1,10,4
79.46,64.13,83.08,74.9,2.71,3.32,284.93,5,0,16,2,6,5,1512,active,2022-01-01,1,19,1
80.79,79.59,72.83,86.78,2.67,11.43,412.65,1,0,18,2,7,5,1513,graduated,2020-09-01,3,14,3
82.62,92.64,82.04,51.27,2.12,5.64,360.96,1,0,20,0,3,5,1514,graduated,2020-01-01,3,18,4
76.07,51.04,49.48,53.06,1.83,3.97,95.17,12,0,7,11,13,8,1515,dropped_out,2022-09-01,2,14,4
75.19,66.68,96.5,72.54,3.1,10.24,263.14,3,1,14,0,1,4,1516,graduated,2021-09-01,3,19,3
65.38,45.45,57.08,59.75,2.33,3.21,246.59,5,3,5,4,2,5,1517,dropped_out,2023-01-01,2,15,2
76.86,45.98,100.0,77.54,2.58,7.05,335.11,4,0,5,4,2,6,1518,active,2020-01-01,5,20,1
70.29,79.59,87.08,82.2,3.5,10.74,254.78,3,1,17,3,3,8,1519,graduated,2021-09-01,1,5,4
98.11,67.26,77.05,83.27,3.42,8.85,311.38,1,0,28,0,5,8,1520,graduated,2023-01-01,1,20,1
96.61,60.78,45.49,64.68,3.25,6.73,249.95,5,0,19,1,2,8,1521,active,2023-09-01,5,2,2
76.66,91.99,84.18,61.84,3.48,11.59,238.41,0,0,10,2,4,5,1522,graduated,2023-09-01,5,10,2
70.32,78.16,80.89,87.26,2.74,7.24,445.79,3,0,15,0,6,7,1523,graduated,2020-01-01,3,8,1
72.65,79.68,84.28,76.03,2.5,6.15,253.64,5,0,13,6,5,8,1524,active,2021-01-01,3,13,4
84.31,74.16,100.0,85.31,2.71,7.5,347.04,2,0,20,0,5,6,1525,graduated,2021-01-01,1,18,3
61.8,46.05,48.08,54.04,1.25,2.08,97.18,10,0,7,11,14,7,1526,dropped_out,2022-09-01,5,7,4
68.88,59.25,87.09,58.59,3.08,4.02,359.04,3,1,8,1,9,7,1527,active,2023-01-01,1,18,1
88.07,93.07,83.61,82.21,2.43,4.9,273.23,1,1,12,3,1,4,1528,graduated,2022-09-01,3,18,3
50.05,41.86,50.08,55.58,2.24,0.5,127.6,5,3,1,3,11,5,1529,dropped_out,2023-09-01,3,15,4
46.04,48.97,32.3,35.6,1.69,6.15,85.2,5,0,2,9,2,7,1530,dropped_out,2020-09-01,2,8,3
30.94,47.95,60.92,57.29,1.89,1.51,30.0,5,2,7,10,12,6,1531,dropped_out,2023-09-01,3,8,3
81.94,79.04,100.0,74.07,3.2,7.63,363.76,2,0,26,3,5,7,1532,graduated,2020-09-01,1,18,2
78.13,62.26,88.53,99.81,3.03,7.51,287.55,2,0,29,4,4,7,1533,graduated,2023-09-01,3,6,2
68.42,71.3,98.33,71.14,2.87,9.47,238.69,6,0,18,2,3,5,1534,active,2023-01-01,3,7,2
80.63,77.45,84.5,60.0,4.0,9.22,327.87,0,2,18,4,2,6,1535,graduated,2021-01-01,1,4,1
78.94,76.24,85.91,92.45,4.0,10.86,301.0,0,0,29,2,1,7,1536,graduated,2023-01-01,1,16,3
72.95,48.29,20.0,61.31,2.61,4.14,52.85,5,0,1,9,4,4,1537,dropped_out,2022-09-01,5,9,4
94.51,85.77,79.58,80.84,3.8,7.46,264.04,0,1,28,1,5,7,1538,graduated,2021-09-01,2,2,4
90.5,100.0,68.59,63.52,2.8,7.69,161.12,0,1,24,1,1,4,1539,graduated,2023-01-01,2,15,1
100.0,75.59,100.0,59.17,3.12,8.04,312.57,0,0,24,1,3,5,1540,graduated,2023-09-01,2,13,1
88.45,79.38,32.16,58.51,2.58,4.86,349.29,2,0,17,6,7,4,1541,active,2022-09-01,5,9,2
73.9,58.42,60.1,38.48,2.3,2.44,171.46,11,3,1,6,2,5,1542,dropped_out,2022-09-01,2,16,4
79.48,83.1,77.2,86.51,2.72,7.42,359.21,0,0,23,1,1,5,1543,graduated,2021-09-01,4,9,4
60.7,84.85,80.97,70.92,2.18,4.94,266.04,2,0,5,4,9,5,1544,active,2021-01-01,1,9,2
79.91,99.22,77.33,67.75,2.88,7.1,214.96,1,0,14,1,4,5,1545,graduated,2023-09-01,2,16,1
77.09,94.63,69.13,66.12,1.73,8.59,252.4,1,2,5,4,6,4,1546,active,2021-09-01,5,18,3
53.06,48.29,71.41,47.38,2.37,1.07,205.43,5,2,7,3,13,7,1547,dropped_out,2023-09-01,1,13,1
89.87,70.16,71.76,62.44,2.15,10.58,142.42,2,0,15,7,5,8,1548,active,2021-01-01,1,15,3
79.55,85.46,81.44,65.95,3.14,7.27,334.92,1,0,24,2,3,5,1549,graduated,2022-09-01,3,12,1
72.54,83.67,76.21,58.99,3.46,8.46,390.27,2,0,22,2,6,6,1550,graduated,2023-01-01,5,7,2
82.28,56.93,87.97,76.67,2.29,7.43,292.57,3,0,13,2,2,4,1551,graduated,2022-09-01,4,3,4
85.03,100.0,63.26,74.19,3.45,10.38,291.28,0,0,25,2,2,5,1552,graduated,2022-09-01,2,11,4
63.29,84.6,75.54,78.12,2.71,8.11,242.54,3,0,16,0,3,8,1553,graduated,2023-01-01,3,11,3
94.26,84.71,96.61,57.35,3.11,9.61,391.16,2,0,23,3,5,6,1554,graduated,2022-09-01,3,19,4
74.89,84.21,94.3,57.4,2.97,7.79,216.99,1,0,13,2,4,6,1555,graduated,2023-01-01,2,9,1
70.35,65.8,81.49,74.29,4.0,10.62,169.18,0,0,19,4,4,5,1556,graduated,2021-01-01,4,18,1
85.32,86.12,97.99,100.0,2.01,8.68,345.22,0,0,21,0,3,6,1557,graduated,2020-09-01,1,9,2
42.11,47.16,52.2,37.37,1.49,3.31,158.02,9,2,6,7,10,7,1558,dropped_out,2020-09-01,3,15,2
74.71,85.21,60.96,91.71,2.69,9.34,194.97,0,0,12,0,4,8,1559,graduated,2021-01-01,3,16,4
84.77,92.7,86.67,79.07,3.64,8.68,224.55,0,0,25,0,6,4,1560,graduated,2022-09-01,5,6,4
68.19,71.47,45.15,54.88,3.75,5.54,142.16,5,0,5,2,2,8,1561,active,2023-09-01,2,3,4
74.85,73.29,78.08,76.05,3.36,13.01,312.0,0,0,14,1,2,5,1562,graduated,2022-09-01,1,1,2
61.45,90.31,86.59,86.9,2.54,6.88,255.43,0,0,27,3,2,7,1563,graduated,2022-09-01,4,16,3
88.39,93.85,75.6,78.9,3.45,8.22,232.97,0,0,16,4,3,4,1564,graduated,2020-09-01,1,18,3
72.73,36.47,65.39,55.0,1.7,2.1,198.3,13,3,0,11,2,5,1565,dropped_out,2021-09-01,2,6,4
78.52,66.25,82.53,76.71,3.82,9.21,311.88,3,0,17,0,7,8,1566,graduated,2023-01-01,2,17,3
38.94,52.4,100.0,55.74,1.76,3.9,179.76,6,2,6,3,8,8,1567,dropped_out,2022-09-01,2,5,3
81.13,70.35,86.4,78.52,2.91,5.6,331.72,3,1,28,4,6,4,1568,graduated,2020-09-01,5,16,2
52.8,67.22,22.06,42.35,2.78,3.9,114.23,4,0,5,11,8,8,1569,dropped_out,2022-01-01,1,6,1
86.3,72.02,90.19,85.36,3.25,8.34,380.69,3,1,24,0,7,6,1570,graduated,2022-09-01,1,8,1
35.39,50.96,56.53,59.76,1.89,3.17,121.3,4,3,2,11,14,8,1571,dropped_out,2021-01-01,3,16,3
84.02,95.21,73.85,62.97,2.88,7.28,235.2,2,0,26,1,6,6,1572,graduated,2023-01-01,2,2,3
80.2,71.43,83.66,69.94,3.18,9.36,246.48,0,0,13,0,1,7,1573,graduated,2023-01-01,3,13,1
41.43,62.06,68.93,54.93,2.36,4.45,126.06,14,3,6,10,6,8,1574,dropped_out,2020-01-01,2,2,2
74.64,55.07,70.93,28.88,1.4,4.13,159.51,11,2,7,6,11,5,1575,dropped_out,2023-01-01,4,13,3
82.39,78.35,100.0,77.16,3.46,7.45,241.5,1,1,19,3,1,6,1576,graduated,2022-01-01,5,17,1
85.97,86.52,73.37,49.0,2.8,8.26,149.42,5,1,15,7,9,7,1577,active,2022-09-01,1,7,1
77.21,81.91,82.79,66.83,3.65,4.24,342.31,2,2,15,1,2,8,1578,graduated,2021-09-01,3,19,1
58.72,74.36,56.79,59.77,2.45,6.41,153.88,2,0,11,3,2,6,1579,active,2023-01-01,4,20,2
95.17,89.06,87.28,82.49,4.0,5.8,312.61,0,0,28,1,1,5,1580,graduated,2022-01-01,5,11,1
76.15,74.73,95.41,59.82,3.37,8.96,238.89,0,1,15,0,2,8,1581,graduated,2020-09-01,1,5,4
69.49,94.02,100.0,83.22,3.14,8.24,403.09,2,0,24,4,6,4,1582,graduated,2021-09-01,3,15,2
76.42,68.75,86.28,52.79,2.93,9.36,286.18,5,0,6,6,9,7,1583,active,2020-09-01,1,16,4
81.87,87.91,82.8,75.76,3.44,7.26,196.57,3,0,29,0,3,7,1584,graduated,2022-09-01,3,11,4
53.09,44.55,68.87,50.38,1.47,2.76,94.1,11,1,2,4,2,8,1585,dropped_out,2022-01-01,3,9,3
83.53,82.55,91.11,80.5,2.79,11.48,281.79,3,0,29,1,7,7,1586,graduated,2023-01-01,2,1,3
71.59,76.63,73.9,82.37,3.12,3.07,243.89,2,0,12,2,2,8,1587,graduated,2021-09-01,5,13,2
86.23,56.41,74.76,79.72,2.89,7.67,226.78,2,0,11,5,9,4,1588,active,2023-01-01,3,4,1
66.87,91.57,66.2,92.28,2.99,5.7,268.15,1,0,18,1,3,4,1589,graduated,2020-01-01,1,7,1
90.23,67.31,81.58,58.67,2.31,4.39,273.02,3,1,22,2,7,6,1590,graduated,2023-01-01,4,16,3
83.87,88.8,97.45,78.27,3.09,7.3,286.97,0,0,16,4,6,4,1591,graduated,2020-09-01,1,7,4
70.13,64.96,76.06,83.4,2.21,9.52,257.47,0,0,24,2,6,6,1592,graduated,2020-09-01,5,14,3
49.66,55.63,46.66,49.33,2.05,2.68,93.04,4,1,6,8,5,6,1593,dropped_out,2020-09-01,3,3,2
90.25,84.68,76.77,64.12,2.38,10.35,231.17,0,0,15,1,6,4,1594,graduated,2020-01-01,2,7,2
67.3,50.53,39.59,60.61,2.12,4.52,174.33,9,2,1,9,12,5,1595,dropped_out,2021-09-01,5,12,4
79.79,81.66,77.31,62.1,3.43,5.69,144.86,1,1,19,6,6,8,1596,active,2023-01-01,4,17,3
67.87,97.87,83.23,51.55,2.93,9.84,266.45,0,1,18,4,4,6,1597,graduated,2021-09-01,5,11,3
76.22,73.29,78.2,85.57,2.93,7.81,321.47,1,0,26,1,1,7,1598,graduated,2023-09-01,2,19,2
43.39,65.28,56.97,45.35,1.46,2.72,200.61,7,1,5,9,9,5,1599,dropped_out,2023-09-01,4,1,1
68.69,58.82,85.0,53.22,2.15,3.0,137.64,3,0,9,4,9,6,1600,active,2022-01-01,3,1,3
100.0,68.42,80.57,71.54,3.76,7.77,305.89,1,0,15,1,3,7,1601,graduated,2021-01-01,3,18,2
49.25,58.3,51.29,37.54,1.5,4.25,231.58,9,0,0,11,13,8,1602,dropped_out,2020-01-01,3,12,2
58.03,90.53,82.44,48.5,2.38,8.14,197.23,4,0,18,7,6,8,1603,active,2021-09-01,4,19,2
87.39,75.35,77.54,79.75,2.82,6.64,285.78,0,0,11,3,7,5,1604,graduated,2020-09-01,5,4,3
43.78,30.0,45.69,39.88,1.63,2.61,130.61,7,2,0,9,7,5,1605,dropped_out,2020-09-01,3,12,4
64.28,39.4,48.79,32.04,1.47,3.27,169.5,13,0,5,3,5,6,1606,dropped_out,2023-01-01,5,1,4
79.95,89.0,89.95,73.51,3.4,5.32,277.64,1,1,23,1,6,6,1607,graduated,2020-09-01,5,5,3
81.89,93.93,76.61,86.08,2.91,6.94,392.46,2,0,20,0,4,4,1608,graduated,2021-01-01,4,15,1
55.12,51.29,68.67,39.01,1.48,3.03,114.35,5,2,5,7,5,8,1609,dropped_out,2021-09-01,2,11,1
89.52,73.73,100.0,72.3,2.33,10.0,268.26,1,2,15,2,3,4,1610,graduated,2023-01-01,4,17,4
48.86,41.22,59.31,44.2,1.93,3.47,109.82,6,2,3,8,12,6,1611,dropped_out,2021-01-01,4,19,2
76.97,67.18,71.61,76.62,1.79,7.35,205.83,3,0,17,2,7,7,1612,graduated,2021-01-01,3,19,1
72.19,67.62,64.94,47.58,2.52,6.03,250.86,1,2,14,4,11,7,1613,active,2020-09-01,3,12,1
63.28,67.36,68.46,83.69,2.32,4.2,368.04,3,1,15,3,2,5,1614,active,2022-01-01,4,20,2
88.02,72.83,81.45,92.85,2.99,7.9,346.26,2,0,29,4,5,7,1615,graduated,2023-01-01,3,5,1
75.69,85.18,78.36,69.02,3.79,6.66,229.88,0,0,24,2,6,7,1616,graduated,2020-01-01,2,10,1
78.18,67.93,89.02,90.85,2.99,8.22,236.53,2,1,13,1,3,4,1617,graduated,2022-01-01,3,7,2
91.48,78.55,100.0,62.26,2.46,10.79,280.47,2,1,27,1,4,7,1618,graduated,2021-09-01,2,1,4
82.82,79.42,97.69,80.9,3.63,5.55,399.72,3,1,29,1,6,6,1619,graduated,2020-09-01,5,9,1
76.45,97.39,77.16,25.0,2.35,6.85,202.15,5,0,11,3,8,5,1620,active,2023-01-01,3,4,1
81.4,84.75,87.84,82.99,2.93,7.75,365.18,3,0,14,4,5,7,1621,graduated,2022-09-01,1,11,4
54.46,52.33,59.02,50.81,2.73,3.83,183.92,8,0,3,8,7,6,1622,dropped_out,2020-01-01,5,1,1
73.89,64.02,52.46,89.35,2.65,4.89,409.66,2,0,21,2,4,4,1623,graduated,2021-09-01,2,1,3
38.24,46.42,56.55,43.32,1.9,3.18,223.13,9,1,4,4,14,7,1624,dropped_out,2022-09-01,5,9,1
80.07,89.07,99.75,72.68,3.09,8.44,390.22,2,0,10,3,7,5,1625,graduated,2022-09-01,1,18,3
62.51,38.42,61.31,31.19,1.84,1.55,107.4,12,3,7,11,5,8,1626,dropped_out,2021-01-01,2,3,4
50.54,56.24,79.47,41.88,2.18,1.68,153.46,4,1,6,11,3,6,1627,dropped_out,2021-09-01,3,20,3
67.21,82.02,67.01,69.53,2.96,6.06,360.04,2,1,21,3,5,4,1628,graduated,2023-01-01,5,7,2
68.14,81.61,77.79,81.57,3.4,8.25,251.75,3,0,25,4,5,5,1629,graduated,2022-01-01,2,19,2
76.75,87.64,68.24,61.34,1.95,8.81,59.99,4,0,11,3,11,7,1630,active,2022-01-01,1,6,3
78.17,82.69,82.69,54.56,1.8,4.73,45.84,4,0,19,6,11,7,1631,active,2021-01-01,4,14,3
84.14,31.43,73.58,56.5,2.17,3.37,301.85,6,1,17,1,10,5,1632,active,2023-09-01,2,6,1
64.5,43.76,74.59,47.41,1.87,3.39,122.78,10,3,0,5,8,8,1633,dropped_out,2022-01-01,1,12,1
71.85,80.89,87.99,85.0,3.87,6.74,360.5,3,2,10,3,2,7,1634,graduated,2023-01-01,3,6,4
60.34,93.76,100.0,76.45,3.57,7.32,223.73,0,0,18,3,5,6,1635,graduated,2023-09-01,1,14,1
46.78,36.12,59.22,50.72,2.37,2.27,135.23,14,1,1,6,9,8,1636,dropped_out,2022-09-01,2,7,1
73.11,92.71,91.89,77.11,3.18,10.5,375.74,1,0,26,4,3,5,1637,graduated,2021-09-01,3,15,2
73.67,49.0,20.0,35.42,2.24,1.03,137.98,10,0,5,9,11,5,1638,dropped_out,2023-09-01,4,11,4
62.46,66.1,85.27,81.05,2.68,7.83,249.28,5,0,15,1,6,4,1639,active,2020-01-01,1,8,4
79.53,90.53,97.36,72.28,2.93,8.39,319.46,3,0,29,3,5,7,1640,graduated,2020-09-01,1,7,3
68.43,69.19,45.41,78.0,2.41,3.5,160.35,1,0,19,1,6,4,1641,active,2023-09-01,3,15,2
81.68,90.24,85.83,73.57,3.62,9.84,250.06,1,0,11,2,2,8,1642,graduated,2023-09-01,5,5,4
69.95,70.06,72.22,86.86,2.66,6.94,269.18,2,1,26,0,7,5,1643,graduated,2023-01-01,5,18,2
75.8,85.62,81.7,64.97,3.5,5.97,249.21,3,2,5,1,2,4,1644,active,2023-09-01,4,19,2
79.07,99.17,85.78,71.39,2.22,5.58,134.88,6,1,13,1,11,7,1645,active,2023-01-01,2,4,1
60.39,97.64,47.63,61.75,2.14,8.07,407.71,5,2,15,4,10,6,1646,active,2020-09-01,4,17,2
76.77,82.71,68.67,75.6,1.94,8.8,325.89,6,1,10,5,4,6,1647,active,2023-09-01,3,19,2
81.41,87.17,75.19,45.64,2.74,2.23,332.3,1,0,6,5,8,4,1648,active,2021-01-01,4,10,3
64.04,88.95,81.24,59.34,2.64,8.88,199.64,1,0,13,3,7,5,1649,graduated,2023-09-01,2,7,1
66.28,81.98,79.56,98.9,2.36,11.67,239.25,2,0,28,3,2,5,1650,graduated,2022-01-01,5,1,4
56.69,64.63,96.79,44.9,2.59,2.54,86.29,10,0,4,3,7,5,1651,dropped_out,2021-01-01,4,15,1
68.23,81.19,83.79,71.4,3.5,5.4,212.62,2,0,26,1,3,7,1652,graduated,2020-01-01,5,7,1
60.04,64.68,26.7,38.24,1.65,4.88,168.12,4,1,4,8,12,8,1653,dropped_out,2021-01-01,2,2,3
77.05,73.74,100.0,98.2,3.55,8.51,299.19,0,0,11,3,1,7,1654,graduated,2022-01-01,2,6,3
85.31,88.5,58.31,74.66,2.9,3.78,378.1,3,1,12,4,9,4,1655,active,2021-09-01,1,3,3
81.62,98.92,100.0,55.79,3.21,4.18,301.75,3,0,13,2,5,6,1656,graduated,2022-09-01,4,18,1
76.61,85.73,77.35,82.51,3.19,9.17,334.13,1,1,13,0,6,8,1657,graduated,2022-09-01,3,11,4
77.07,87.37,70.09,78.22,3.48,4.63,261.22,3,1,25,1,5,4,1658,graduated,2021-01-01,5,3,4
49.86,45.96,74.45,38.72,1.98,1.63,115.45,6,1,6,7,11,6,1659,dropped_out,2022-09-01,5,19,3
74.17,75.85,73.69,99.94,2.67,6.42,119.88,2,0,6,1,11,8,1660,active,2021-09-01,4,6,2
63.8,95.94,61.26,58.73,2.68,9.98,256.29,4,0,9,1,9,5,1661,active,2022-01-01,1,7,4
72.5,88.59,70.3,84.38,2.54,2.79,284.23,4,0,7,7,9,5,1662,active,2023-01-01,2,1,2
95.17,68.79,97.19,76.46,2.19,6.68,308.82,3,1,27,4,7,8,1663,graduated,2022-09-01,5,18,3
88.16,82.97,79.07,69.84,3.18,9.18,316.1,1,2,19,4,1,8,1664,graduated,2020-01-01,5,20,1
82.99,81.48,100.0,88.97,2.57,10.7,301.71,3,1,23,2,6,8,1665,graduated,2021-01-01,4,16,1
94.48,68.85,98.09,71.68,2.12,6.66,212.21,0,1,10,0,6,7,1666,graduated,2021-09-01,5,11,4
65.22,66.27,41.93,58.47,2.03,2.57,115.05,5,0,7,9,5,4,1667,dropped_out,2023-01-01,3,18,1
64.69,55.51,68.41,34.02,2.3,2.3,165.37,11,0,5,4,3,5,1668,dropped_out,2021-09-01,3,3,2
64.41,88.6,89.47,86.89,3.85,11.61,301.3,1,0,15,0,7,7,1669,graduated,2022-01-01,5,6,4
58.5,63.9,79.68,58.26,2.24,5.06,147.81,4,0,16,1,4,8,1670,active,2021-01-01,3,2,3
89.35,78.84,50.55,73.34,2.88,1.23,291.57,4,0,10,5,3,5,1671,active,2023-01-01,4,10,2
78.41,54.15,95.98,75.36,3.44,7.48,368.88,2,0,20,0,4,8,1672,graduated,2022-01-01,2,3,4
76.65,73.71,46.85,38.69,1.24,4.53,208.09,10,1,4,11,10,5,1673,dropped_out,2020-09-01,3,16,3
79.92,72.66,99.81,56.86,3.11,9.07,258.22,2,0,21,4,5,8,1674,graduated,2022-01-01,5,5,2
36.71,57.39,87.96,33.21,3.01,1.08,88.65,7,0,4,9,2,4,1675,dropped_out,2020-09-01,1,1,3
80.24,83.03,82.02,82.6,3.04,7.22,164.55,1,1,11,3,6,8,1676,graduated,2020-01-01,1,17,3
48.21,36.27,58.27,40.0,1.81,5.0,46.26,9,2,1,3,9,8,1677,dropped_out,2020-09-01,2,7,3
70.22,92.13,45.99,65.35,2.68,7.56,245.48,2,1,12,7,2,8,1678,active,2022-09-01,3,5,2
92.48,87.16,78.47,67.67,2.9,6.94,394.71,3,0,15,1,6,8,1679,graduated,2022-01-01,5,4,2
73.08,65.49,84.96,50.32,2.08,6.09,308.45,2,1,11,7,2,4,1680,active,2022-09-01,3,19,2
85.74,90.56,91.58,84.39,3.61,11.31,270.76,0,0,14,3,3,8,1681,graduated,2021-01-01,5,15,1
78.94,84.19,76.4,85.37,3.05,7.79,305.95,1,0,12,1,7,5,1682,graduated,2021-01-01,1,13,1
92.86,53.85,94.06,62.53,2.96,6.76,350.14,3,0,25,3,3,6,1683,graduated,2020-09-01,5,15,3
59.34,83.21,79.47,71.75,3.2,5.74,372.04,4,0,8,5,8,7,1684,active,2022-09-01,5,3,4
70.17,66.85,83.79,92.26,3.37,6.87,382.9,3,0,19,4,2,5,1685,graduated,2021-01-01,4,4,4
55.24,58.29,20.0,37.78,1.87,3.82,196.01,7,0,2,7,10,4,1686,dropped_out,2022-09-01,2,20,3
79.73,48.73,58.16,55.02,2.0,1.51,227.78,3,0,5,5,6,7,1687,active,2022-09-01,3,11,4
87.51,73.46,78.57,83.39,2.88,6.74,291.76,0,0,18,1,1,5,1688,graduated,2023-01-01,4,15,2
82.12,81.81,77.72,62.39,3.21,13.05,202.24,1,1,15,2,4,7,1689,graduated,2022-09-01,1,13,1
68.1,66.85,54.59,25.0,1.34,3.49,165.04,9,2,3,8,6,5,1690,dropped_out,2022-01-01,4,19,4
