id,student_id,week_number,year,login_count,time_spent_minutes,assignments_submitted,assignments_total,avg_assignment_score,engagement_score
5178,432,6,2024,13,444,4,5,86.8,88.33
5179,432,7,2024,11,324,5,5,87.53,100.0
5180,432,8,2024,1,87,2,5,45.55,35.0
5181,432,9,2024,8,159,4,5,63.69,80.0
5182,432,10,2024,13,335,4,5,88.22,88.33
5183,432,11,2024,14,514,4,5,97.79,90.0
5184,432,12,2024,0,41,1,5,57.17,16.67
5185,433,1,2024,3,66,0,5,45.17,5.0
5186,433,2,2024,20,477,4,5,87.93,100.0
5187,433,3,2024,17,436,5,5,91.7,100.0
5188,433,4,2024,7,169,2,5,67.78,45.0
5189,433,5,2024,6,150,2,5,64.48,43.33
5190,433,6,2024,7,260,3,5,68.35,61.67
5191,433,7,2024,8,180,3,5,67.81,63.33
5192,433,8,2024,18,349,4,5,80.45,96.67
5193,433,9,2024,4,88,0,5,39.1,6.67
5194,433,10,2024,4,101,1,5,49.48,23.33
5195,433,11,2024,15,320,5,5,82.88,100.0
5196,433,12,2024,9,232,2,5,75.89,48.33
5197,434,1,2024,12,415,4,5,89.44,86.67
5198,434,2,2024,14,582,5,5,87.71,100.0
5199,434,3,2024,12,511,4,5,97.85,86.67
5200,434,4,2024,9,243,3,5,69.8,65.0
5201,434,5,2024,16,360,4,5,93.76,93.33
5202,434,6,2024,6,297,2,5,66.25,43.33
5203,434,7,2024,4,56,1,5,38.14,23.33
5204,434,8,2024,7,186,4,5,72.78,78.33
5205,434,9,2024,15,589,4,5,91.79,91.67
5206,434,10,2024,19,496,5,5,87.62,100.0
5207,434,11,2024,15,512,4,5,99.04,91.67
5208,434,12,2024,12,371,4,5,88.29,86.67
5209,435,1,2024,12,540,5,5,84.61,100.0
5210,435,2,2024,18,405,5,5,99.31,100.0
5211,435,3,2024,8,293,4,5,75.58,80.0
5212,435,4,2024,12,563,4,5,81.76,86.67
5213,435,5,2024,11,313,5,5,82.6,100.0
5214,435,6,2024,10,368,5,5,93.21,100.0
5215,435,7,2024,14,532,4,5,95.54,90.0
5216,435,8,2024,7,174,4,5,65.64,78.33
5217,435,9,2024,11,315,4,5,83.73,85.0
5218,435,10,2024,11,570,5,5,96.76,100.0
5219,435,11,2024,8,296,4,5,61.0,80.0
5220,435,12,2024,20,549,5,5,89.41,100.0
5221,436,1,2024,6,163,4,5,78.53,76.67
5222,436,2,2024,10,451,4,5,91.03,83.33
5223,436,3,2024,13,539,4,5,87.89,88.33
5224,436,4,2024,10,289,3,5,69.38,66.67
5225,436,5,2024,19,477,4,5,83.77,98.33
5226,436,6,2024,2,36,0,5,39.74,3.33
5227,436,7,2024,19,366,4,5,85.27,98.33
5228,436,8,2024,17,544,5,5,95.4,100.0
5229,436,9,2024,14,485,5,5,93.49,100.0
5230,436,10,2024,11,566,5,5,83.73,100.0
5231,436,11,2024,14,569,5,5,88.64,100.0
5232,436,12,2024,16,397,4,5,91.65,93.33
5233,437,1,2024,18,550,5,5,83.53,100.0
5234,437,2,2024,10,223,3,5,66.62,66.67
5235,437,3,2024,10,300,4,5,64.93,83.33
5236,437,4,2024,9,229,3,5,75.06,65.0
5237,437,5,2024,16,595,4,5,93.65,93.33
5238,437,6,2024,15,423,4,5,92.9,91.67
5239,437,7,2024,15,458,5,5,81.62,100.0
5240,437,8,2024,20,542,5,5,88.23,100.0
5241,437,9,2024,5,115,2,5,49.94,41.67
5242,437,10,2024,19,564,5,5,84.3,100.0
5243,437,11,2024,11,415,5,5,92.37,100.0
5244,437,12,2024,20,467,4,5,94.09,100.0
5245,438,1,2024,18,471,5,5,83.46,100.0
5246,438,2,2024,2,13,0,5,48.56,3.33
5247,438,3,2024,17,549,5,5,82.75,100.0
5248,438,4,2024,9,299,3,5,77.67,65.0
5249,438,5,2024,19,552,5,5,91.4,100.0
5250,438,6,2024,9,189,2,5,60.41,48.33
5251,438,7,2024,20,363,4,5,95.78,100.0
5252,438,8,2024,14,391,5,5,93.36,100.0
5253,438,9,2024,16,393,5,5,81.72,100.0
5254,438,10,2024,19,474,4,5,85.07,98.33
5255,438,11,2024,10,589,5,5,88.91,100.0
5256,438,12,2024,10,153,4,5,70.23,83.33
5257,439,1,2024,14,480,5,5,98.0,100.0
5258,439,2,2024,20,389,5,5,97.16,100.0
5259,439,3,2024,7,300,3,5,68.47,61.67
5260,439,4,2024,6,226,4,5,63.97,76.67
5261,439,5,2024,15,358,5,5,82.49,100.0
5262,439,6,2024,15,332,4,5,93.05,91.67
5263,439,7,2024,7,202,2,5,66.55,45.0
5264,439,8,2024,3,95,2,5,43.42,38.33
5265,439,9,2024,17,408,5,5,98.06,100.0
5266,439,10,2024,6,249,3,5,70.64,60.0
5267,439,11,2024,10,405,4,5,80.18,83.33
5268,439,12,2024,9,262,4,5,61.84,81.67
5269,440,1,2024,17,338,4,5,97.35,95.0
5270,440,2,2024,16,343,4,5,89.63,93.33
5271,440,3,2024,16,501,5,5,92.08,100.0
5272,440,4,2024,20,439,5,5,83.03,100.0
5273,440,5,2024,10,173,3,5,62.39,66.67
5274,440,6,2024,2,58,1,5,41.7,20.0
5275,440,7,2024,13,325,4,5,83.07,88.33
5276,440,8,2024,8,296,3,5,74.3,63.33
5277,440,9,2024,7,286,3,5,74.55,61.67
5278,440,10,2024,8,202,3,5,74.59,63.33
5279,440,11,2024,18,347,4,5,93.22,96.67
5280,440,12,2024,13,452,5,5,96.82,100.0
5281,441,1,2024,16,336,4,5,93.6,93.33
5282,441,2,2024,19,404,5,5,93.4,100.0
5283,441,3,2024,19,502,4,5,97.21,98.33
5284,441,4,2024,2,100,2,5,38.94,36.67
5285,441,5,2024,10,598,5,5,81.27,100.0
5286,441,6,2024,7,250,3,5,64.35,61.67
5287,441,7,2024,20,501,4,5,87.8,100.0
5288,441,8,2024,5,163,3,5,73.58,58.33
5289,441,9,2024,10,528,5,5,97.4,100.0
5290,441,10,2024,5,14,1,5,55.18,25.0
5291,441,11,2024,11,404,5,5,95.3,100.0
5292,441,12,2024,6,271,4,5,72.64,76.67
5293,442,1,2024,6,256,3,5,78.62,60.0
5294,442,2,2024,20,383,5,5,91.61,100.0
5295,442,3,2024,17,535,5,5,93.94,100.0
5296,442,4,2024,14,564,4,5,89.48,90.0
5297,442,5,2024,5,150,2,5,41.53,41.67
5298,442,6,2024,5,233,3,5,74.08,58.33
5299,442,7,2024,17,304,4,5,93.14,95.0
5300,442,8,2024,13,353,4,5,99.61,88.33
5301,442,9,2024,19,399,5,5,96.31,100.0
5302,442,10,2024,12,332,4,5,88.69,86.67
5303,442,11,2024,18,447,4,5,87.19,96.67
5304,442,12,2024,12,334,5,5,83.46,100.0
5305,443,1,2024,7,166,4,5,71.81,78.33
5306,443,2,2024,5,271,3,5,73.33,58.33
5307,443,3,2024,2,142,2,5,34.7,36.67
5308,443,4,2024,15,485,4,5,93.82,91.67
5309,443,5,2024,17,313,5,5,83.9,100.0
5310,443,6,2024,6,187,4,5,75.57,76.67
5311,443,7,2024,9,207,2,5,67.14,48.33
5312,443,8,2024,17,569,5,5,82.08,100.0
5313,443,9,2024,6,239,4,5,72.98,76.67
5314,443,10,2024,12,510,5,5,97.01,100.0
5315,443,11,2024,16,441,5,5,86.42,100.0
5316,443,12,2024,12,566,4,5,82.05,86.67
5317,444,1,2024,11,581,5,5,94.52,100.0
5318,444,2,2024,18,325,5,5,86.32,100.0
5319,444,3,2024,7,156,4,5,73.55,78.33
5320,444,4,2024,20,306,5,5,90.6,100.0
5321,444,5,2024,18,584,5,5,89.73,100.0
5322,444,6,2024,14,429,5,5,88.7,100.0
5323,444,7,2024,17,572,5,5,87.54,100.0
5324,444,8,2024,10,225,3,5,75.26,66.67
5325,444,9,2024,13,419,5,5,96.34,100.0
5326,444,10,2024,19,509,4,5,83.97,98.33
5327,444,11,2024,12,379,5,5,98.4,100.0
5328,444,12,2024,11,338,5,5,80.01,100.0
5329,445,1,2024,14,405,5,5,84.9,100.0
5330,445,2,2024,0,82,0,5,33.46,0.0
5331,445,3,2024,15,301,5,5,89.46,100.0
5332,445,4,2024,5,272,4,5,71.27,75.0
5333,445,5,2024,11,438,5,5,98.99,100.0
5334,445,6,2024,13,509,5,5,80.32,100.0
5335,445,7,2024,15,597,4,5,92.13,91.67
5336,445,8,2024,14,548,4,5,87.78,90.0
5337,445,9,2024,19,525,5,5,90.48,100.0
5338,445,10,2024,9,238,4,5,77.44,81.67
5339,445,11,2024,13,357,5,5,99.18,100.0
5340,445,12,2024,19,499,4,5,98.38,98.33
5341,446,1,2024,19,463,4,5,86.78,98.33
5342,446,2,2024,17,547,5,5,84.74,100.0
5343,446,3,2024,5,186,2,5,70.15,41.67
5344,446,4,2024,17,489,5,5,98.05,100.0
5345,446,5,2024,19,341,5,5,86.64,100.0
5346,446,6,2024,20,575,4,5,82.54,100.0
5347,446,7,2024,19,320,4,5,98.36,98.33
5348,446,8,2024,10,463,5,5,87.01,100.0
5349,446,9,2024,13,494,5,5,91.01,100.0
5350,446,10,2024,15,590,4,5,91.43,91.67
5351,446,11,2024,12,448,5,5,82.51,100.0
5352,446,12,2024,8,176,2,5,63.77,46.67
5353,447,1,2024,10,508,5,5,84.73,100.0
5354,447,2,2024,13,488,5,5,86.28,100.0
5355,447,3,2024,4,138,0,5,47.11,6.67
5356,447,4,2024,1,128,0,5,51.91,1.67
5357,447,5,2024,16,300,5,5,91.2,100.0
5358,447,6,2024,7,270,4,5,73.03,78.33
5359,447,7,2024,17,397,5,5,97.04,100.0
5360,447,8,2024,10,540,5,5,84.39,100.0
5361,447,9,2024,9,213,3,5,76.91,65.0
5362,447,10,2024,19,555,5,5,90.06,100.0
5363,447,11,2024,15,305,4,5,93.72,91.67
5364,447,12,2024,15,323,5,5,94.09,100.0
5365,448,1,2024,6,156,4,5,61.63,76.67
5366,448,2,2024,4,59,2,5,35.46,40.0
5367,448,3,2024,3,91,0,5,43.46,5.0
5368,448,4,2024,14,497,4,5,80.31,90.0
5369,448,5,2024,10,170,4,5,67.02,83.33
5370,448,6,2024,11,534,5,5,86.39,100.0
5371,448,7,2024,17,384,5,5,96.03,100.0
5372,448,8,2024,11,583,5,5,93.41,100.0
5373,448,9,2024,5,128,1,5,30.21,25.0
5374,448,10,2024,15,402,4,5,87.29,91.67
5375,448,11,2024,7,272,2,5,68.75,45.0
5376,448,12,2024,19,489,4,5,95.39,98.33
5377,449,1,2024,5,239,2,5,75.95,41.67
5378,449,2,2024,8,256,3,5,63.63,63.33
5379,449,3,2024,9,177,3,5,67.76,65.0
5380,449,4,2024,17,314,4,5,89.67,95.0
5381,449,5,2024,2,57,1,5,47.07,20.0
5382,449,6,2024,6,178,3,5,79.57,60.0
5383,449,7,2024,6,229,2,5,64.45,43.33
5384,449,8,2024,13,301,5,5,93.77,100.0
5385,449,9,2024,18,490,4,5,80.67,96.67
5386,449,10,2024,20,556,4,5,99.56,100.0
5387,449,11,2024,18,363,5,5,88.86,100.0
5388,449,12,2024,16,517,5,5,93.33,100.0
5389,450,1,2024,16,543,5,5,87.43,100.0
5390,450,2,2024,4,91,1,5,53.54,23.33
5391,450,3,2024,7,224,2,5,76.22,45.0
5392,450,4,2024,20,526,5,5,98.0,100.0
5393,450,5,2024,10,450,4,5,83.58,83.33
5394,450,6,2024,10,286,4,5,72.3,83.33
5395,450,7,2024,11,313,5,5,96.12,100.0
5396,450,8,2024,12,408,5,5,89.69,100.0
5397,450,9,2024,15,541,4,5,80.93,91.67
5398,450,10,2024,14,358,4,5,95.86,90.0
5399,450,11,2024,10,539,5,5,91.6,100.0
5400,450,12,2024,16,307,4,5,88.56,93.33
5401,451,1,2024,5,172,3,5,72.7,58.33
5402,451,2,2024,8,172,2,5,72.96,46.67
5403,451,3,2024,14,525,5,5,80.9,100.0
5404,451,4,2024,14,471,5,5,80.68,100.0
5405,451,5,2024,9,185,2,5,72.52,48.33
5406,451,6,2024,19,319,5,5,86.2,100.0
5407,451,7,2024,9,211,3,5,68.74,65.0
5408,451,8,2024,20,559,4,5,98.41,100.0
5409,451,9,2024,20,501,4,5,91.25,100.0
5410,451,10,2024,17,371,4,5,86.09,95.0
5411,451,11,2024,18,349,5,5,80.77,100.0
5412,451,12,2024,6,239,2,5,75.65,43.33
5413,452,1,2024,10,197,3,5,65.44,66.67
5414,452,2,2024,9,254,3,5,74.05,65.0
5415,452,3,2024,5,160,4,5,60.7,75.0
5416,452,4,2024,19,580,4,5,85.46,98.33
5417,452,5,2024,5,140,2,5,53.97,41.67
5418,452,6,2024,20,384,5,5,82.09,100.0
5419,452,7,2024,19,492,4,5,94.77,98.33
5420,452,8,2024,19,557,5,5,84.22,100.0
5421,452,9,2024,10,556,4,5,97.75,83.33
5422,452,10,2024,4,143,0,5,36.69,6.67
5423,452,11,2024,20,579,5,5,87.59,100.0
5424,452,12,2024,12,581,4,5,87.3,86.67
5425,453,1,2024,14,466,5,5,98.55,100.0
5426,453,2,2024,12,489,5,5,84.63,100.0
5427,453,3,2024,15,412,5,5,82.16,100.0
5428,453,4,2024,19,556,5,5,87.89,100.0
5429,453,5,2024,6,299,3,5,78.56,60.0
5430,453,6,2024,10,299,3,5,69.77,66.67
5431,453,7,2024,18,330,5,5,82.39,100.0
5432,453,8,2024,5,56,0,5,52.75,8.33
5433,453,9,2024,5,258,2,5,77.88,41.67
5434,453,10,2024,11,435,5,5,88.96,100.0
5435,453,11,2024,7,159,3,5,65.25,61.67
5436,453,12,2024,12,520,5,5,85.68,100.0
5437,454,1,2024,20,556,4,5,91.99,100.0
5438,454,2,2024,10,223,4,5,79.72,83.33
5439,454,3,2024,20,593,4,5,96.7,100.0
5440,454,4,2024,3,142,0,5,37.63,5.0
5441,454,5,2024,16,369,4,5,92.06,93.33
5442,454,6,2024,6,263,2,5,71.88,43.33
5443,454,7,2024,5,42,1,5,56.97,25.0
5444,454,8,2024,10,256,2,5,74.1,50.0
5445,454,9,2024,20,361,5,5,88.73,100.0
5446,454,10,2024,7,150,2,5,68.71,45.0
5447,454,11,2024,15,397,5,5,83.1,100.0
5448,454,12,2024,16,344,4,5,82.87,93.33
5449,455,1,2024,5,39,0,5,36.23,8.33
5450,455,2,2024,11,484,5,5,81.45,100.0
5451,455,3,2024,20,480,5,5,98.59,100.0
5452,455,4,2024,10,242,2,5,77.33,50.0
5453,455,5,2024,15,505,4,5,90.21,91.67
5454,455,6,2024,18,388,4,5,88.77,96.67
5455,455,7,2024,12,500,4,5,84.11,86.67
5456,455,8,2024,20,394,4,5,89.77,100.0
5457,455,9,2024,5,63,0,5,42.2,8.33
5458,455,10,2024,13,424,4,5,97.57,88.33
5459,455,11,2024,17,519,5,5,85.83,100.0
5460,455,12,2024,7,279,4,5,77.2,78.33
5461,456,1,2024,14,497,5,5,92.8,100.0
5462,456,2,2024,14,598,4,5,99.51,90.0
5463,456,3,2024,19,399,4,5,84.03,98.33
5464,456,4,2024,20,553,4,5,99.76,100.0
5465,456,5,2024,8,254,4,5,65.21,80.0
5466,456,6,2024,5,234,2,5,68.09,41.67
5467,456,7,2024,17,556,4,5,95.27,95.0
5468,456,8,2024,11,503,4,5,98.04,85.0
5469,456,9,2024,6,177,3,5,69.0,60.0
5470,456,10,2024,13,454,4,5,98.3,88.33
5471,456,11,2024,18,413,4,5,83.99,96.67
5472,456,12,2024,10,174,4,5,60.31,83.33
5473,457,1,2024,14,576,4,5,83.15,90.0
5474,457,2,2024,18,329,4,5,97.43,96.67
5475,457,3,2024,18,487,4,5,81.44,96.67
5476,457,4,2024,20,423,5,5,90.88,100.0
5477,457,5,2024,17,425,5,5,96.18,100.0
5478,457,6,2024,9,171,2,5,73.48,48.33
5479,457,7,2024,5,278,3,5,76.92,58.33
5480,457,8,2024,16,480,4,5,85.79,93.33
5481,457,9,2024,12,510,4,5,96.19,86.67
5482,457,10,2024,17,582,4,5,82.89,95.0
5483,457,11,2024,2,26,2,5,53.45,36.67
5484,457,12,2024,1,109,2,5,32.98,35.0
5485,458,1,2024,6,236,2,5,79.11,43.33
5486,458,2,2024,10,571,5,5,80.66,100.0
5487,458,3,2024,17,597,5,5,98.46,100.0
5488,458,4,2024,12,568,4,5,80.74,86.67
5489,458,5,2024,3,90,0,5,56.02,5.0
5490,458,6,2024,16,514,5,5,80.99,100.0
5491,458,7,2024,16,582,4,5,95.26,93.33
5492,458,8,2024,20,383,4,5,85.82,100.0
5493,458,9,2024,13,541,4,5,81.08,88.33
5494,458,10,2024,8,171,3,5,75.09,63.33
5495,458,11,2024,13,305,4,5,80.52,88.33
5496,458,12,2024,20,500,4,5,87.96,100.0
5497,459,1,2024,10,390,5,5,89.85,100.0
5498,459,2,2024,15,529,4,5,81.26,91.67
5499,459,3,2024,13,572,4,5,97.8,88.33
5500,459,4,2024,1,53,0,5,34.06,1.67
5501,459,5,2024,20,389,5,5,85.12,100.0
5502,459,6,2024,19,427,5,5,89.79,100.0
5503,459,7,2024,7,210,4,5,61.71,78.33
5504,459,8,2024,14,484,5,5,89.09,100.0
5505,459,9,2024,17,593,4,5,94.73,95.0
5506,459,10,2024,16,410,5,5,88.22,100.0
5507,459,11,2024,18,423,5,5,96.85,100.0
5508,459,12,2024,20,487,4,5,85.6,100.0
5509,460,1,2024,4,62,2,5,44.79,40.0
5510,460,2,2024,17,537,4,5,92.34,95.0
5511,460,3,2024,13,359,5,5,95.79,100.0
5512,460,4,2024,11,416,5,5,99.83,100.0
5513,460,5,2024,5,222,2,5,64.19,41.67
5514,460,6,2024,15,515,5,5,85.29,100.0
5515,460,7,2024,11,459,5,5,80.62,100.0
5516,460,8,2024,10,201,2,5,66.54,50.0
5517,460,9,2024,16,385,4,5,96.19,93.33
5518,460,10,2024,20,590,4,5,81.55,100.0
5519,460,11,2024,14,366,5,5,87.97,100.0
5520,460,12,2024,1,29,1,5,32.83,18.33
5521,461,1,2024,18,379,4,5,82.11,96.67
5522,461,2,2024,11,529,4,5,92.04,85.0
5523,461,3,2024,15,538,5,5,80.92,100.0
5524,461,4,2024,9,296,3,5,60.58,65.0
5525,461,5,2024,10,302,5,5,88.26,100.0
5526,461,6,2024,13,483,4,5,96.05,88.33
5527,461,7,2024,2,94,0,5,44.16,3.33
5528,461,8,2024,15,393,5,5,82.19,100.0
5529,461,9,2024,5,188,4,5,63.71,75.0
5530,461,10,2024,4,96,1,5,59.83,23.33
5531,461,11,2024,16,467,5,5,80.43,100.0
5532,461,12,2024,12,398,5,5,97.67,100.0
5533,462,1,2024,14,341,5,5,91.6,100.0
5534,462,2,2024,11,555,5,5,83.83,100.0
5535,462,3,2024,17,552,5,5,83.26,100.0
5536,462,4,2024,2,134,1,5,58.32,20.0
5537,462,5,2024,18,359,5,5,96.31,100.0
5538,462,6,2024,13,350,5,5,99.42,100.0
5539,462,7,2024,11,347,4,5,85.16,85.0
5540,462,8,2024,5,190,3,5,74.03,58.33
5541,462,9,2024,15,456,5,5,88.79,100.0
5542,462,10,2024,20,404,5,5,81.49,100.0
5543,462,11,2024,10,217,2,5,71.47,50.0
5544,462,12,2024,5,104,1,5,47.91,25.0
5545,463,1,2024,15,327,5,5,89.51,100.0
5546,463,2,2024,6,215,2,5,77.86,43.33
5547,463,3,2024,5,276,3,5,77.66,58.33
5548,463,4,2024,10,498,4,5,84.13,83.33
5549,463,5,2024,5,176,4,5,62.51,75.0
5550,463,6,2024,13,346,4,5,89.1,88.33
5551,463,7,2024,13,462,5,5,91.74,100.0
5552,463,8,2024,16,432,4,5,80.61,93.33
5553,463,9,2024,20,462,5,5,97.12,100.0
5554,463,10,2024,10,164,4,5,77.89,83.33
5555,463,11,2024,12,448,4,5,82.46,86.67
5556,463,12,2024,6,219,4,5,63.45,76.67
5557,464,1,2024,5,17,0,5,37.6,8.33
5558,464,2,2024,2,74,2,5,41.87,36.67
5559,464,3,2024,14,570,4,5,82.54,90.0
5560,464,4,2024,0,108,1,5,33.79,16.67
5561,464,5,2024,11,516,5,5,88.01,100.0
5562,464,6,2024,19,478,4,5,92.56,98.33
5563,464,7,2024,12,421,5,5,98.39,100.0
5564,464,8,2024,15,375,4,5,96.91,91.67
5565,464,9,2024,16,431,5,5,83.77,100.0
5566,464,10,2024,0,110,1,5,47.41,16.67
5567,464,11,2024,16,317,5,5,92.91,100.0
5568,464,12,2024,11,409,5,5,99.61,100.0
5569,465,1,2024,0,57,2,5,50.23,33.33
5570,465,2,2024,10,211,4,5,62.1,83.33
5571,465,3,2024,8,289,4,5,76.96,80.0
5572,465,4,2024,17,574,5,5,91.53,100.0
5573,465,5,2024,7,265,4,5,67.51,78.33
5574,465,6,2024,18,416,4,5,85.49,96.67
5575,465,7,2024,7,221,4,5,65.67,78.33
5576,465,8,2024,17,423,4,5,85.35,95.0
5577,465,9,2024,20,540,4,5,88.64,100.0
5578,465,10,2024,5,174,4,5,68.53,75.0
5579,465,11,2024,6,242,2,5,61.53,43.33
5580,465,12,2024,10,273,3,5,60.98,66.67
5581,466,1,2024,4,54,1,5,30.56,23.33
5582,466,2,2024,0,132,1,5,48.64,16.67
5583,466,3,2024,17,437,4,5,94.76,95.0
5584,466,4,2024,19,310,5,5,94.49,100.0
5585,466,5,2024,7,158,4,5,67.0,78.33
5586,466,6,2024,1,128,0,5,45.92,1.67
5587,466,7,2024,12,499,5,5,90.11,100.0
5588,466,8,2024,13,388,5,5,81.54,100.0
5589,466,9,2024,0,23,2,5,40.39,33.33
5590,466,10,2024,20,495,4,5,94.79,100.0
5591,466,11,2024,19,313,4,5,87.88,98.33
5592,466,12,2024,5,181,2,5,79.2,41.67
5593,467,1,2024,8,299,3,5,72.05,63.33
5594,467,2,2024,6,191,2,5,64.83,43.33
5595,467,3,2024,15,499,5,5,89.97,100.0
5596,467,4,2024,13,565,5,5,98.86,100.0
5597,467,5,2024,5,258,2,5,73.78,41.67
5598,467,6,2024,7,173,2,5,65.59,45.0
5599,467,7,2024,20,553,4,5,82.88,100.0
5600,467,8,2024,17,419,5,5,97.26,100.0
5601,467,9,2024,11,458,4,5,80.24,85.0
5602,467,10,2024,10,524,4,5,97.93,83.33
5603,467,11,2024,15,560,5,5,81.31,100.0
5604,467,12,2024,7,186,3,5,61.01,61.67
5605,468,1,2024,7,295,2,5,73.26,45.0
5606,468,2,2024,7,207,4,5,76.13,78.33
5607,468,3,2024,19,486,5,5,93.78,100.0
5608,468,4,2024,9,275,3,5,72.16,65.0
5609,468,5,2024,4,57,1,5,38.86,23.33
5610,468,6,2024,8,203,3,5,71.7,63.33
5611,468,7,2024,13,566,4,5,88.45,88.33
5612,468,8,2024,5,182,4,5,62.97,75.0
5613,468,9,2024,11,352,4,5,84.79,85.0
5614,468,10,2024,11,315,5,5,86.56,100.0
5615,468,11,2024,20,322,4,5,97.37,100.0
5616,468,12,2024,19,442,5,5,94.23,100.0
5617,469,1,2024,6,204,2,5,76.46,43.33
5618,469,2,2024,13,387,4,5,91.15,88.33
5619,469,3,2024,9,232,4,5,77.2,81.67
5620,469,4,2024,19,455,4,5,91.7,98.33
5621,469,5,2024,6,272,2,5,79.68,43.33
5622,469,6,2024,4,112,2,5,36.15,40.0
5623,469,7,2024,5,207,2,5,68.49,41.67
5624,469,8,2024,4,47,0,5,41.27,6.67
5625,469,9,2024,10,407,5,5,81.35,100.0
5626,469,10,2024,13,338,5,5,96.85,100.0
5627,469,11,2024,19,578,4,5,90.81,98.33
5628,469,12,2024,20,442,5,5,97.76,100.0
5629,470,1,2024,9,181,2,5,64.47,48.33
5630,470,2,2024,10,428,5,5,87.91,100.0
5631,470,3,2024,15,460,5,5,80.62,100.0
5632,470,4,2024,5,153,3,5,78.28,58.33
5633,470,5,2024,2,129,2,5,33.91,36.67
5634,470,6,2024,14,582,4,5,93.34,90.0
5635,470,7,2024,5,292,2,5,71.29,41.67
5636,470,8,2024,9,232,2,5,76.12,48.33
5637,470,9,2024,18,443,5,5,89.62,100.0
5638,470,10,2024,1,87,2,5,44.59,35.0
5639,470,11,2024,17,335,5,5,88.52,100.0
5640,470,12,2024,15,420,4,5,94.87,91.67
5641,471,1,2024,10,495,5,5,88.32,100.0
5642,471,2,2024,5,252,2,5,75.31,41.67
5643,471,3,2024,11,593,4,5,94.37,85.0
5644,471,4,2024,5,235,3,5,74.87,58.33
5645,471,5,2024,13,550,4,5,94.53,88.33
5646,471,6,2024,7,164,2,5,69.75,45.0
5647,471,7,2024,8,152,2,5,69.71,46.67
5648,471,8,2024,6,157,3,5,61.95,60.0
5649,471,9,2024,12,326,4,5,85.74,86.67
5650,471,10,2024,4,33,0,5,44.3,6.67
5651,471,11,2024,8,196,3,5,68.98,63.33
5652,471,12,2024,6,226,3,5,71.18,60.0
5653,472,1,2024,1,37,1,5,56.37,18.33
5654,472,2,2024,0,108,1,5,55.03,16.67
5655,472,3,2024,19,312,5,5,94.33,100.0
5656,472,4,2024,17,361,4,5,80.48,95.0
5657,472,5,2024,12,317,5,5,89.53,100.0
5658,472,6,2024,9,155,2,5,66.28,48.33
5659,472,7,2024,2,2,2,5,32.96,36.67
5660,472,8,2024,8,288,4,5,65.26,80.0
5661,472,9,2024,15,528,4,5,96.49,91.67
5662,472,10,2024,14,394,4,5,99.39,90.0
5663,472,11,2024,20,485,4,5,99.47,100.0
5664,472,12,2024,5,83,1,5,44.53,25.0
5665,473,1,2024,0,144,0,5,31.46,0.0
5666,473,2,2024,10,277,3,5,72.03,66.67
5667,473,3,2024,13,318,4,5,81.43,88.33
5668,473,4,2024,10,170,3,5,77.46,66.67
5669,473,5,2024,20,575,4,5,87.75,100.0
5670,473,6,2024,19,336,5,5,95.67,100.0
5671,473,7,2024,16,483,5,5,90.38,100.0
5672,473,8,2024,10,306,4,5,97.79,83.33
5673,473,9,2024,14,511,5,5,96.99,100.0
5674,473,10,2024,17,497,4,5,85.91,95.0
5675,473,11,2024,3,89,0,5,40.84,5.0
5676,473,12,2024,18,597,4,5,97.19,96.67
5677,474,1,2024,12,461,5,5,88.44,100.0
5678,474,2,2024,13,571,4,5,93.93,88.33
5679,474,3,2024,10,170,2,5,79.75,50.0
5680,474,4,2024,20,354,5,5,87.06,100.0
5681,474,5,2024,7,165,4,5,73.5,78.33
5682,474,6,2024,15,311,5,5,84.81,100.0
5683,474,7,2024,10,524,4,5,95.52,83.33
5684,474,8,2024,20,521,5,5,89.62,100.0
5685,474,9,2024,10,249,2,5,76.37,50.0
5686,474,10,2024,5,160,4,5,79.25,75.0
5687,474,11,2024,12,426,4,5,91.68,86.67
5688,474,12,2024,10,383,5,5,86.15,100.0
5689,475,1,2024,16,561,5,5,98.41,100.0
5690,475,2,2024,19,514,5,5,87.31,100.0
5691,475,3,2024,4,46,1,5,50.5,23.33
5692,475,4,2024,20,577,4,5,83.7,100.0
5693,475,5,2024,5,172,2,5,77.28,41.67
5694,475,6,2024,7,221,3,5,78.67,61.67
5695,475,7,2024,12,596,5,5,94.96,100.0
5696,475,8,2024,19,347,5,5,98.31,100.0
5697,475,9,2024,18,594,5,5,80.4,100.0
5698,475,10,2024,20,458,5,5,86.8,100.0
5699,475,11,2024,9,215,3,5,64.69,65.0
5700,475,12,2024,4,39,2,5,52.46,40.0
5701,476,1,2024,18,553,4,5,92.88,96.67
5702,476,2,2024,13,544,5,5,93.32,100.0
5703,476,3,2024,8,257,3,5,77.07,63.33
5704,476,4,2024,13,531,4,5,86.43,88.33
5705,476,5,2024,12,479,4,5,91.26,86.67
5706,476,6,2024,8,181,3,5,62.54,63.33
5707,476,7,2024,17,456,5,5,88.7,100.0
5708,476,8,2024,16,504,4,5,93.84,93.33
5709,476,9,2024,11,397,5,5,83.27,100.0
5710,476,10,2024,6,237,4,5,73.16,76.67
5711,476,11,2024,5,264,3,5,77.29,58.33
5712,476,12,2024,10,571,5,5,88.41,100.0
5713,477,1,2024,7,297,2,5,60.52,45.0
